,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
0,0.8404474648030756,-0.7769690995111015,-0.5430597283518775,0.48027175522912646,-0.4454073347677332,-0.5018386521512432,-0.7769690995111015,0.0
1,-1.5501180117967506,1.2870524717511134,0.6779775774867844,0.48027175522912646,-0.4454073347677332,0.7360228997260913,1.2870524717511134,1.0
2,0.8404474648030756,1.2870524717511134,-0.23780040189221208,-0.4795373947471247,-0.4454073347677332,-0.48878987054046885,1.2870524717511134,1.0
3,-1.5501180117967506,1.2870524717511134,0.4490330826420353,0.48027175522912646,-0.4454073347677332,0.3845119209658035,1.2870524717511134,1.0
4,0.8404474648030756,-0.7769690995111015,0.4490330826420353,-0.4795373947471247,-0.4454073347677332,-0.4863734295014366,-0.7769690995111015,0.0
5,0.8404474648030756,-0.7769690995111015,-0.3904300651220448,-0.4795373947471247,-0.4454073347677332,-0.47848036649154146,-0.7769690995111015,0.0
6,-1.5501180117967506,-0.7769690995111015,1.8990148833254465,-0.4795373947471247,-0.4454073347677332,0.3605891546793837,-0.7769690995111015,0.0
7,0.8404474648030756,-0.7769690995111015,-2.0693563606502052,2.399890055181629,0.7096470036081146,-0.2345802732342712,-0.7769690995111015,0.0
8,0.8404474648030756,1.2870524717511134,-0.16148557027729568,-0.4795373947471247,1.8647013419839624,-0.42676852825625033,1.2870524717511134,1.0
9,-0.35483527349683747,1.2870524717511134,-1.1535783812712086,0.48027175522912646,-0.4454073347677332,-0.06067771084285726,1.2870524717511134,1.0
10,0.8404474648030756,1.2870524717511134,-1.9167266974203723,0.48027175522912646,0.7096470036081146,-0.31915570960040157,1.2870524717511134,1.0
11,-1.5501180117967506,1.2870524717511134,2.204274209785112,-0.4795373947471247,-0.4454073347677332,-0.12874015572465652,1.2870524717511134,1.0
12,0.8404474648030756,-0.7769690995111015,-0.6956893915817103,-0.4795373947471247,-0.4454073347677332,-0.4863734295014366,-0.7769690995111015,0.0
13,0.8404474648030756,-0.7769690995111015,0.7542924091017008,0.48027175522912646,5.329864357111505,-0.03739868444923571,-0.7769690995111015,0.0
14,0.8404474648030756,-0.7769690995111015,-1.1535783812712086,-0.4795373947471247,-0.4454073347677332,-0.4901585427449768,-0.7769690995111015,0.0
15,-0.35483527349683747,1.2870524717511134,1.9753297149403628,-0.4795373947471247,-0.4454073347677332,-0.3326877794189825,1.2870524717511134,1.0
16,0.8404474648030756,-0.7769690995111015,-2.0693563606502052,3.35969920515788,0.7096470036081146,-0.0789614703205912,-0.7769690995111015,0.0
17,-0.35483527349683747,1.2870524717511134,-0.008855907047462941,-0.4795373947471247,-0.4454073347677332,-0.3906823643557576,1.2870524717511134,1.0
18,0.8404474648030756,-0.7769690995111015,0.14377375618236982,0.48027175522912646,-0.4454073347677332,-0.2940247227944657,-0.7769690995111015,0.0
19,0.8404474648030756,1.2870524717511134,-0.3904300651220448,-0.4795373947471247,-0.4454073347677332,-0.5023219403590498,1.2870524717511134,1.0
20,-0.35483527349683747,-0.7769690995111015,0.4490330826420353,-0.4795373947471247,-0.4454073347677332,-0.13937249629639864,-0.7769690995111015,0.0
21,-0.35483527349683747,1.2870524717511134,0.3727182510271189,-0.4795373947471247,-0.4454073347677332,-0.3906823643557576,1.2870524717511134,1.0
22,0.8404474648030756,1.2870524717511134,-1.0772635496562921,-0.4795373947471247,-0.4454073347677332,-0.4867755252903316,1.2870524717511134,1.0
23,-1.5501180117967506,1.2870524717511134,-0.08517073866237931,-0.4795373947471247,-0.4454073347677332,0.044277022670055975,1.2870524717511134,1.0
24,0.8404474648030756,-0.7769690995111015,-1.6114673709607068,2.399890055181629,0.7096470036081146,-0.2345802732342712,-0.7769690995111015,0.0
25,0.8404474648030756,1.2870524717511134,0.6779775774867844,0.48027175522912646,5.329864357111505,-0.035223887514106635,1.2870524717511134,1.0
26,0.8404474648030756,-0.7769690995111015,-0.3904300651220448,-0.4795373947471247,-0.4454073347677332,-0.5023219403590498,-0.7769690995111015,0.0
27,-1.5501180117967506,-0.7769690995111015,-0.7720042231966266,2.399890055181629,1.8647013419839624,4.442199713708837,-0.7769690995111015,0.0
28,0.8404474648030756,1.2870524717511134,-0.3904300651220448,-0.4795373947471247,-0.4454073347677332,-0.4896752545371703,1.2870524717511134,1.0
29,0.8404474648030756,-0.7769690995111015,-0.3904300651220448,-0.4795373947471247,-0.4454073347677332,-0.4893543511671868,-0.7769690995111015,0.0
30,-1.5501180117967506,-0.7769690995111015,0.8306072407166172,-0.4795373947471247,-0.4454073347677332,-0.10610680237666441,-0.7769690995111015,0.0
31,-1.5501180117967506,1.2870524717511134,0.6016627458718681,0.48027175522912646,-0.4454073347677332,2.1904787611196315,1.2870524717511134,1.0
32,0.8404474648030756,1.2870524717511134,-0.3904300651220448,-0.4795373947471247,-0.4454073347677332,-0.4921728879951141,1.2870524717511134,1.0
33,-0.35483527349683747,-0.7769690995111015,2.814792862704443,-0.4795373947471247,-0.4454073347677332,-0.4390111851364035,-0.7769690995111015,0.0
34,-1.5501180117967506,-0.7769690995111015,-0.08517073866237931,0.48027175522912646,-0.4454073347677332,0.9464949142258045,-0.7769690995111015,0.0
